allele,gene_family,refseq_nucleotide_accession,subclass
NA,floR,NG_047878.1,CHLORAMPHENICOL/FLORFENICOL
NA,floR,NG_047876.1,CHLORAMPHENICOL/FLORFENICOL
NA,floR2,NG_047875.1,CHLORAMPHENICOL/FLORFENICOL
NA,fomA,NG_047879.1,FOSFOMYCIN
NA,fomB,NG_047880.1,FOSFOMYCIN
NA,fos,NG_050560.1,FOSFOMYCIN
NA,fos,NG_050598.1,FOSFOMYCIN
NA,fos,NG_051888.1,FOSFOMYCIN
NA,fosA,NG_047884.1,FOSFOMYCIN
NA,fosA,NG_047883.1,FOSFOMYCIN
NA,fosA,NG_047881.1,FOSFOMYCIN
NA,fosA,NG_047882.1,FOSFOMYCIN
NA,fosA,NG_047885.1,FOSFOMYCIN
fosA,fosA,NG_050405.1,FOSFOMYCIN
fosA2,fosA,NG_050406.1,FOSFOMYCIN
fosA3,fosA,NG_050407.1,FOSFOMYCIN
fosA4,fosA,NG_050408.1,FOSFOMYCIN
fosA5,fosA,NG_050409.1,FOSFOMYCIN
fosA6,fosA,NG_051497.1,FOSFOMYCIN
fosA7,fosA7,NG_054942.1,FOSFOMYCIN
fosA7.2,fosA7,NG_067228.1,FOSFOMYCIN
fosA7.3,fosA7,NG_067229.1,FOSFOMYCIN
fosA7.4,fosA7,NG_067230.1,FOSFOMYCIN
fosA7.5,fosA7,NG_067231.1,FOSFOMYCIN
fosA7.6,fosA7,NG_067232.1,FOSFOMYCIN
fosA7.7,fosA7,NG_067233.1,FOSFOMYCIN
fosA7.8,fosA7,NG_067234.1,FOSFOMYCIN
fosA8,fosA8,NG_066545.1,FOSFOMYCIN
NA,fosB,NG_047889.1,FOSFOMYCIN
NA,fosB,NG_055636.1,FOSFOMYCIN
NA,fosB,NG_065844.1,FOSFOMYCIN
NA,fosB,NG_047887.1,FOSFOMYCIN
NA,fosB,NG_047888.1,FOSFOMYCIN
fosB,fosB,NG_050410.1,FOSFOMYCIN
fosB1,fosB,NG_047886.1,FOSFOMYCIN
fosB2,fosB,NG_050411.1,FOSFOMYCIN
fosB3,fosB,NG_050412.1,FOSFOMYCIN
fosB4,fosB,NG_054661.1,FOSFOMYCIN
fosB5,fosB,NG_054663.1,FOSFOMYCIN
fosB6,fosB,NG_054662.1,FOSFOMYCIN
fosBx1,fosB,NG_050591.1,FOSFOMYCIN
NA,fosC,NG_047890.1,FOSFOMYCIN
NA,fosC2,NG_047891.1,FOSFOMYCIN
NA,fosD,NG_047892.1,FOSFOMYCIN
NA,fosE,NG_047893.1,FOSFOMYCIN
NA,fosF,NG_047894.1,FOSFOMYCIN
NA,fosG,NG_047895.1,FOSFOMYCIN
NA,fosK,NG_047898.1,FOSFOMYCIN
NA,fosX,NG_047899.1,FOSFOMYCIN
NA,fosX,NG_050584.1,FOSFOMYCIN
NA,fosX,NG_055654.1,FOSFOMYCIN
fosH,fosX,NG_047896.1,FOSFOMYCIN
fosI,fosX,NG_047897.1,FOSFOMYCIN
NA,fusB,NG_047900.1,FUSIDIC ACID
NA,fusB,NG_047902.1,FUSIDIC ACID
fusC,fusC,NG_050413.1,FUSIDIC ACID
NA,fusD,NG_050585.1,FUSIDIC ACID
NA,fusF,NG_047903.1,FUSIDIC ACID
NA,fusF,NG_047904.1,FUSIDIC ACID
NA,fusH,NG_047906.1,FUSIDIC ACID
NA,grm,NG_047907.1,AMINOGLYCOSIDE
NA,hugA,NG_047910.1,BETA-LACTAM
NA,hugA,NG_047909.1,BETA-LACTAM
NA,hugA,NG_047908.1,BETA-LACTAM
NA,iri,NG_047911.1,RIFAMPIN
NA,kamB,NG_050561.1,AMINOGLYCOSIDE
NA,kamB,NG_050562.1,AMINOGLYCOSIDE
NA,lin,NG_050599.1,LINCOSAMIDE
NA,lnu(A),NG_047915.1,LINCOSAMIDE
NA,lnu(A),NG_047916.1,LINCOSAMIDE
NA,lnu(A),NG_047917.1,LINCOSAMIDE
NA,lnu(A),NG_047918.1,LINCOSAMIDE
NA,lnu(A),NG_047919.1,LINCOSAMIDE
NA,lnu(A),NG_047914.1,LINCOSAMIDE
NA,lnu(A),NG_047913.1,LINCOSAMIDE
lnu(A)',lnu(A),NG_050416.1,LINCOSAMIDE
NA,lnu(AN2),NG_047920.1,LINCOSAMIDE
NA,lnu(B),NG_047923.1,LINCOSAMIDE
NA,lnu(B),NG_047921.1,LINCOSAMIDE
NA,lnu(C),NG_047924.1,LINCOSAMIDE
NA,lnu(D),NG_047925.1,LINCOSAMIDE
NA,lnu(F),NG_047928.1,LINCOSAMIDE
NA,lnu(F),NG_047927.1,LINCOSAMIDE
NA,lnu(F),NG_051883.1,LINCOSAMIDE
NA,lnu(F),NG_051889.1,LINCOSAMIDE
NA,lnu(F),NG_051892.1,LINCOSAMIDE
NA,lnu(F),NG_052332.1,LINCOSAMIDE
NA,lnu(G),NG_051760.1,LINCOSAMIDE
NA,lnu(P),NG_047929.1,LINCOSAMIDE
NA,lsa(A),NG_047930.1,LINCOSAMIDE/STREPTOGRAMIN
NA,lsa(A),NG_047931.1,LINCOSAMIDE/STREPTOGRAMIN
NA,lsa(A),NG_055640.1,LINCOSAMIDE/STREPTOGRAMIN
NA,lsa(A),NG_047932.1,LINCOSAMIDE/STREPTOGRAMIN
NA,lsa(B),NG_047933.1,LINCOSAMIDE/STREPTOGRAMIN
NA,lsa(C),NG_047934.1,LINCOSAMIDE/STREPTOGRAMIN
NA,lsa(E),NG_047935.1,LINCOSAMIDE/STREPTOGRAMIN
mcr-1.1,mcr-1,NG_050417.1,COLISTIN
mcr-1.10,mcr-1,NG_055583.1,COLISTIN
mcr-1.11,mcr-1,NG_055784.2,COLISTIN
mcr-1.12,mcr-1,NG_056412.1,COLISTIN
mcr-1.13,mcr-1,NG_057466.1,COLISTIN
mcr-1.14,mcr-1,NG_057460.1,COLISTIN
mcr-1.15,mcr-1,NG_061610.1,COLISTIN
mcr-1.16,mcr-1,NG_064787.1,COLISTIN
mcr-1.17,mcr-1,NG_064788.1,COLISTIN
mcr-1.18,mcr-1,NG_064789.1,COLISTIN
mcr-1.19,mcr-1,NG_065449.1,COLISTIN
mcr-1.2,mcr-1,NG_051170.1,COLISTIN
mcr-1.20,mcr-1,NG_065450.1,COLISTIN
mcr-1.21,mcr-1,NG_065451.1,COLISTIN
mcr-1.22,mcr-1,NG_065944.1,COLISTIN
mcr-1.23,mcr-1,NG_067235.1,COLISTIN
mcr-1.24,mcr-1,NG_067236.1,COLISTIN
mcr-1.25,mcr-1,NG_067237.1,COLISTIN
mcr-1.26,mcr-1,NG_068217.1,COLISTIN
mcr-1.27,mcr-1,NG_068218.1,COLISTIN
mcr-1.3,mcr-1,NG_052861.1,COLISTIN
mcr-1.4,mcr-1,NG_052664.1,COLISTIN
mcr-1.5,mcr-1,NG_052663.1,COLISTIN
mcr-1.6,mcr-1,NG_052893.1,COLISTIN
mcr-1.7,mcr-1,NG_054678.1,COLISTIN
mcr-1.8,mcr-1,NG_054697.1,COLISTIN
mcr-1.9,mcr-1,NG_055582.1,COLISTIN
mcr-10.1,mcr-10,NG_066767.1,COLISTIN
mcr-2.1,mcr-2,NG_051171.1,COLISTIN
mcr-2.2,mcr-2,NG_055496.1,COLISTIN
mcr-2.3,mcr-2,NG_065452.1,COLISTIN
mcr-3.1,mcr-3,NG_055505.1,COLISTIN
mcr-3.10,mcr-3,NG_055799.1,COLISTIN
mcr-3.11,mcr-3,NG_056184.1,COLISTIN
mcr-3.12,mcr-3,NG_057484.1,COLISTIN
mcr-3.13,mcr-3,NG_060514.1,COLISTIN
mcr-3.14,mcr-3,NG_060515.1,COLISTIN
mcr-3.15,mcr-3,NG_060516.1,COLISTIN
mcr-3.16,mcr-3,NG_060517.1,COLISTIN
mcr-3.17,mcr-3,NG_060518.1,COLISTIN
mcr-3.18,mcr-3,NG_060519.1,COLISTIN
mcr-3.19,mcr-3,NG_055497.1,COLISTIN
mcr-3.2,mcr-3,NG_055523.1,COLISTIN
mcr-3.20,mcr-3,NG_055493.1,COLISTIN
mcr-3.21,mcr-3,NG_065453.1,COLISTIN
mcr-3.22,mcr-3,NG_060581.2,COLISTIN
mcr-3.23,mcr-3,NG_060583.1,COLISTIN
mcr-3.24,mcr-3,NG_060580.1,COLISTIN
mcr-3.25,mcr-3,NG_060585.1,COLISTIN
mcr-3.26,mcr-3,NG_065455.1,COLISTIN
mcr-3.27,mcr-3,NG_064790.1,COLISTIN
mcr-3.28,mcr-3,NG_066546.1,COLISTIN
mcr-3.29,mcr-3,NG_064791.1,COLISTIN
mcr-3.3,mcr-3,NG_055783.1,COLISTIN
mcr-3.30,mcr-3,NG_065456.1,COLISTIN
mcr-3.4,mcr-3,NG_055492.1,COLISTIN
mcr-3.5,mcr-3,NG_055782.1,COLISTIN
mcr-3.6,mcr-3,NG_055660.1,COLISTIN
mcr-3.7,mcr-3,NG_055661.1,COLISTIN
mcr-3.8,mcr-3,NG_055662.1,COLISTIN
mcr-3.9,mcr-3,NG_055663.1,COLISTIN
mcr-4.1,mcr-4,NG_057470.1,COLISTIN
mcr-4.2,mcr-4,NG_057471.1,COLISTIN
mcr-4.3,mcr-4,NG_057461.1,COLISTIN
mcr-4.4,mcr-4,NG_057465.1,COLISTIN
mcr-4.5,mcr-4,NG_057464.1,COLISTIN
mcr-4.6,mcr-4,NG_061608.1,COLISTIN
mcr-5.1,mcr-5,NG_055658.1,COLISTIN
mcr-5.2,mcr-5,NG_057467.1,COLISTIN
mcr-5.3,mcr-5,NG_061405.1,COLISTIN
mcr-5.4,mcr-5,NG_065945.1,COLISTIN
mcr-6.1,mcr-6,NG_055781.1,COLISTIN
mcr-7.1,mcr-7,NG_056413.1,COLISTIN
mcr-8.1,mcr-8,NG_061399.1,COLISTIN
mcr-8.2,mcr-8,NG_061627.1,COLISTIN
mcr-8.3,mcr-8,NG_066547.1,COLISTIN
mcr-9.1,mcr-9,NG_064792.1,COLISTIN
mcr-9.3,mcr-9,NG_070224.1,COLISTIN
NA,mecA,NG_047937.1,METHICILLIN
NA,mecA,NG_047939.1,METHICILLIN
NA,mecA,NG_047941.1,METHICILLIN
NA,mecA,NG_047940.1,METHICILLIN
NA,mecA,NG_047938.1,METHICILLIN
NA,mecA,NG_047945.1,METHICILLIN
NA,mecA,NG_047946.1,METHICILLIN
NA,mecA,NG_047947.1,METHICILLIN
NA,mecA,NG_047948.1,METHICILLIN
NA,mecA,NG_047936.1,METHICILLIN
NA,mecA1,NG_047950.1,METHICILLIN
NA,mecA1,NG_047949.1,METHICILLIN
NA,mecA2,NG_047952.1,METHICILLIN
NA,mecA2,NG_047951.1,METHICILLIN
NA,mecB,NG_047953.1,METHICILLIN
NA,mecB,NG_047954.1,METHICILLIN
NA,mecC,NG_047955.1,METHICILLIN
NA,mecC2,NG_063821.1,METHICILLIN
NA,mecC3,NG_063822.1,METHICILLIN
NA,mecD,NG_054960.1,METHICILLIN
NA,mecI,NG_047956.1,METHICILLIN
NA,mecI,NG_050586.1,METHICILLIN
NA,mecI,NG_055650.1,METHICILLIN
NA,mecR1,NG_051163.1,METHICILLIN
NA,mef(A),NG_047963.1,MACROLIDE
NA,mef(A),NG_047972.1,MACROLIDE
NA,mef(A),NG_047965.1,MACROLIDE
NA,mef(A),NG_047959.1,MACROLIDE
NA,mef(A),NG_047960.1,MACROLIDE
NA,mef(A),NG_047961.1,MACROLIDE
NA,mef(A),NG_047962.1,MACROLIDE
NA,mef(A),NG_047970.1,MACROLIDE
NA,mef(A),NG_047964.1,MACROLIDE
NA,mef(A),NG_047966.1,MACROLIDE
NA,mef(A),NG_047967.1,MACROLIDE
NA,mef(A),NG_047968.1,MACROLIDE
NA,mef(A),NG_047969.1,MACROLIDE
NA,mef(A),NG_047971.1,MACROLIDE
NA,mef(A),NG_047976.1,MACROLIDE
NA,mef(A),NG_047973.1,MACROLIDE
NA,mef(A),NG_047974.1,MACROLIDE
NA,mef(A),NG_047975.1,MACROLIDE
NA,mef(A),NG_047977.1,MACROLIDE
NA,mef(A),NG_047957.1,MACROLIDE
NA,mef(A),NG_047958.1,MACROLIDE
NA,mef(B),NG_047978.1,MACROLIDE
NA,mef(C),NG_047979.1,MACROLIDE
NA,mef(En2),NG_047980.1,MACROLIDE
NA,mgt,NG_047983.1,MACROLIDE
NA,mgt,NG_047984.1,MACROLIDE
NA,mgt,NG_047982.1,MACROLIDE
NA,mph(A),NG_047987.1,MACROLIDE
NA,mph(A),NG_047985.1,MACROLIDE
NA,mph(A),NG_047986.1,MACROLIDE
NA,mph(B),NG_047988.1,MACROLIDE
NA,mph(C),NG_047989.1,MACROLIDE
NA,mph(C),NG_047991.1,MACROLIDE
NA,mph(C),NG_047990.1,MACROLIDE
NA,mph(C),NG_047992.1,MACROLIDE
NA,mph(C),NG_047993.1,MACROLIDE
NA,mph(C),NG_047994.1,MACROLIDE
NA,mph(E),NG_064660.1,MACROLIDE
NA,mph(E),NG_047996.1,MACROLIDE
NA,mph(F),NG_047997.1,MACROLIDE
NA,mph(G),NG_047998.1,MACROLIDE
NA,mphH,NG_065845.1,MACROLIDE
NA,mphJ,NG_063823.1,ERYTHROMYCIN/TELITHROMYCIN/TYLOSIN
NA,mphK,NG_065846.1,MACROLIDE
NA,mphL,NG_055768.1,MACROLIDE
NA,mphM,NG_055771.1,MACROLIDE
NA,mphM,NG_065847.1,MACROLIDE
NA,mphN,NG_065848.1,MACROLIDE
NA,msr(A),NG_048000.1,MACROLIDE
NA,msr(A),NG_048001.1,MACROLIDE
NA,msr(A),NG_055998.1,MACROLIDE
NA,msr(A),NG_048002.1,MACROLIDE
NA,msr(A),NG_047999.1,MACROLIDE
NA,msr(C),NG_048004.1,MACROLIDE
NA,msr(C),NG_048003.1,MACROLIDE
NA,msr(D),NG_048005.1,MACROLIDE
NA,msr(D),NG_048006.1,MACROLIDE
NA,msr(E),NG_048007.1,MACROLIDE
NA,mupA,NG_048008.1,MUPIROCIN
NA,mupA,NG_056478.1,MUPIROCIN
NA,mupB,NG_048009.1,MUPIROCIN
NA,myrA,NG_048010.1,MACROLIDE
NA,nimA,NG_048011.1,NITROIMIDAZOLE
NA,nimB,NG_048012.1,NITROIMIDAZOLE
NA,nimC,NG_048013.1,NITROIMIDAZOLE
NA,nimD,NG_048014.1,NITROIMIDAZOLE
NA,nimE,NG_048015.1,NITROIMIDAZOLE
NA,nimI,NG_048016.1,NITROIMIDAZOLE
NA,nimJ,NG_048017.1,NITROIMIDAZOLE
NA,npmA,NG_048018.1,AMINOGLYCOSIDE
NA,nshR,NG_048019.1,THIOSTREPTON
NA,ole(B),NG_048020.1,MACROLIDE
NA,oleD,NG_048021.1,MACROLIDE
NA,oleI,NG_048022.1,MACROLIDE
NA,optrA,NG_048023.1,FLORFENICOL/OXAZOLIDINONE
NA,oqxA,NG_048024.1,PHENICOL/QUINOLONE
oqxA10,oqxA,NG_050418.1,PHENICOL/QUINOLONE
oqxA11,oqxA,NG_050419.1,PHENICOL/QUINOLONE
oqxA2,oqxA,NG_050420.1,PHENICOL/QUINOLONE
oqxA3,oqxA,NG_050421.1,PHENICOL/QUINOLONE
oqxA4,oqxA,NG_050422.1,PHENICOL/QUINOLONE
oqxA5,oqxA,NG_050423.1,PHENICOL/QUINOLONE
oqxA6,oqxA,NG_050424.1,PHENICOL/QUINOLONE
oqxA7,oqxA,NG_050425.1,PHENICOL/QUINOLONE
oqxA8,oqxA,NG_050426.1,PHENICOL/QUINOLONE
oqxA9,oqxA,NG_050427.1,PHENICOL/QUINOLONE
NA,oqxB,NG_048025.1,PHENICOL/QUINOLONE
oqxB10,oqxB,NG_050428.1,PHENICOL/QUINOLONE
oqxB11,oqxB,NG_050429.1,PHENICOL/QUINOLONE
oqxB12,oqxB,NG_050430.1,PHENICOL/QUINOLONE
oqxB13,oqxB,NG_050431.1,PHENICOL/QUINOLONE
oqxB14,oqxB,NG_050432.1,PHENICOL/QUINOLONE
oqxB15,oqxB,NG_050433.1,PHENICOL/QUINOLONE
oqxB16,oqxB,NG_050434.1,PHENICOL/QUINOLONE
oqxB17,oqxB,NG_050435.1,PHENICOL/QUINOLONE
oqxB18,oqxB,NG_050436.1,PHENICOL/QUINOLONE
oqxB19,oqxB,NG_050437.1,PHENICOL/QUINOLONE
oqxB2,oqxB,NG_050438.1,PHENICOL/QUINOLONE
oqxB20,oqxB,NG_050439.1,PHENICOL/QUINOLONE
oqxB21,oqxB,NG_050440.1,PHENICOL/QUINOLONE
oqxB22,oqxB,NG_050441.1,PHENICOL/QUINOLONE
oqxB23,oqxB,NG_050442.1,PHENICOL/QUINOLONE
oqxB24,oqxB,NG_050443.1,PHENICOL/QUINOLONE
oqxB25,oqxB,NG_050444.1,PHENICOL/QUINOLONE
oqxB26,oqxB,NG_050445.1,PHENICOL/QUINOLONE
oqxB27,oqxB,NG_050446.1,PHENICOL/QUINOLONE
oqxB28,oqxB,NG_050447.1,PHENICOL/QUINOLONE
oqxB29,oqxB,NG_050448.1,PHENICOL/QUINOLONE
oqxB3,oqxB,NG_050449.1,PHENICOL/QUINOLONE
oqxB30,oqxB,NG_050450.1,PHENICOL/QUINOLONE
oqxB31,oqxB,NG_050451.1,PHENICOL/QUINOLONE
oqxB32,oqxB,NG_050452.1,PHENICOL/QUINOLONE
oqxB4,oqxB,NG_050453.1,PHENICOL/QUINOLONE
oqxB5,oqxB,NG_050454.1,PHENICOL/QUINOLONE
oqxB6,oqxB,NG_050455.1,PHENICOL/QUINOLONE
oqxB7,oqxB,NG_050456.1,PHENICOL/QUINOLONE
oqxB8,oqxB,NG_050457.1,PHENICOL/QUINOLONE
oqxB9,oqxB,NG_050458.1,PHENICOL/QUINOLONE
NA,otr(A),NG_048027.1,TETRACYCLINE
NA,otr(A),NG_048026.1,TETRACYCLINE
NA,otr(B),NG_048029.1,TETRACYCLINE
NA,penA,NG_048030.1,BETA-LACTAM
NA,penI,NG_048031.1,BETA-LACTAM
NA,penI,NG_048033.1,BETA-LACTAM
NA,penI,NG_048034.1,BETA-LACTAM
NA,penI,NG_048032.1,BETA-LACTAM
NA,pexA,NG_048035.1,PHENICOL
NA,poxtA,NG_063824.1,MACROLIDE
NA,qac,NG_048036.1,QUATERNARY AMMONIUM
NA,qacA,NG_048037.1,QUATERNARY AMMONIUM
NA,qacA,NG_061385.1,QUATERNARY AMMONIUM
NA,qacB,NG_048038.1,QUATERNARY AMMONIUM
NA,qacB,NG_048039.1,QUATERNARY AMMONIUM
NA,qacC,NG_048040.1,QUATERNARY AMMONIUM
NA,qacE,NG_052493.1,QUATERNARY AMMONIUM
NA,qacE,NG_048041.1,QUATERNARY AMMONIUM
qacEdelta1,qacE,NG_048042.1,QUATERNARY AMMONIUM
NA,qacF,NG_051881.1,QUATERNARY AMMONIUM
NA,qacF,NG_052235.1,QUATERNARY AMMONIUM
NA,qacF,NG_052365.1,QUATERNARY AMMONIUM
NA,qacF,NG_052516.1,QUATERNARY AMMONIUM
NA,qacF,NG_052350.1,QUATERNARY AMMONIUM
NA,qacF,NG_052176.2,QUATERNARY AMMONIUM
NA,qacF,NG_052417.1,QUATERNARY AMMONIUM
NA,qacG,NG_051904.1,QUATERNARY AMMONIUM
NA,qacG2,NG_052237.1,QUATERNARY AMMONIUM
NA,qacG2,NG_052321.1,QUATERNARY AMMONIUM
NA,qacG2,NG_051911.1,QUATERNARY AMMONIUM
NA,qacG2,NG_052268.1,QUATERNARY AMMONIUM
NA,qacG2,NG_048045.1,QUATERNARY AMMONIUM
NA,qacG2,NG_052288.1,QUATERNARY AMMONIUM
NA,qacG2,NG_052388.1,QUATERNARY AMMONIUM
NA,qacH,NG_052082.1,QUATERNARY AMMONIUM
NA,qacJ,NG_048046.1,QUATERNARY AMMONIUM
NA,qacK,NG_052044.1,QUATERNARY AMMONIUM
NA,qacL,NG_051854.1,QUATERNARY AMMONIUM
NA,qacL,NG_048048.1,QUATERNARY AMMONIUM
NA,qacL,NG_048049.1,QUATERNARY AMMONIUM
NA,qacL,NG_048050.1,QUATERNARY AMMONIUM
NA,qacL,NG_048051.1,QUATERNARY AMMONIUM
NA,qacZ,NG_061384.1,QUATERNARY AMMONIUM
qepA1,qepA,NG_050459.1,QUINOLONE
qepA10,qepA,NG_062254.1,QUINOLONE
qepA2,qepA,NG_050460.1,QUINOLONE
qepA3,qepA,NG_050461.1,QUINOLONE
qepA4,qepA,NG_062240.1,QUINOLONE
qepA5,qepA,NG_048052.1,QUINOLONE
qepA6,qepA,NG_062246.1,QUINOLONE
qepA7,qepA,NG_062230.1,QUINOLONE
qepA8,qepA,NG_062251.1,QUINOLONE
qepA9,qepA,NG_062255.1,QUINOLONE
qnrA1,qnrA,NG_050462.1,QUINOLONE
qnrA10,qnrA,NG_068040.1,QUINOLONE
qnrA2,qnrA,NG_050463.1,QUINOLONE
qnrA3,qnrA,NG_050464.1,QUINOLONE
qnrA4,qnrA,NG_050465.1,QUINOLONE
qnrA5,qnrA,NG_050466.1,QUINOLONE
qnrA6,qnrA,NG_050467.1,QUINOLONE
qnrA7,qnrA,NG_050468.1,QUINOLONE
qnrA9,qnrA,NG_059280.1,QUINOLONE
NA,qnrAS,NG_048053.1,QUINOLONE
qnrB1,qnrB,NG_050469.1,QUINOLONE
qnrB10,qnrB,NG_050470.1,QUINOLONE
qnrB11,qnrB,NG_050471.1,QUINOLONE
qnrB12,qnrB,NG_050472.2,QUINOLONE
qnrB13,qnrB,NG_050473.1,QUINOLONE
qnrB14,qnrB,NG_050474.1,QUINOLONE
qnrB15,qnrB,NG_050475.1,QUINOLONE
qnrB16,qnrB,NG_050476.1,QUINOLONE
qnrB17,qnrB,NG_050477.1,QUINOLONE
qnrB18,qnrB,NG_050478.1,QUINOLONE
qnrB19,qnrB,NG_050479.1,QUINOLONE
qnrB2,qnrB,NG_050480.1,QUINOLONE
qnrB20,qnrB,NG_050481.1,QUINOLONE
qnrB21,qnrB,NG_050482.1,QUINOLONE
qnrB22,qnrB,NG_050483.1,QUINOLONE
qnrB23,qnrB,NG_050484.1,QUINOLONE
qnrB24,qnrB,NG_050485.1,QUINOLONE
qnrB25,qnrB,NG_050486.1,QUINOLONE
qnrB26,qnrB,NG_050487.1,QUINOLONE
qnrB27,qnrB,NG_050488.1,QUINOLONE
qnrB28,qnrB,NG_050489.1,QUINOLONE
qnrB29,qnrB,NG_050490.1,QUINOLONE
qnrB3,qnrB,NG_050491.1,QUINOLONE
qnrB30,qnrB,NG_050492.1,QUINOLONE
qnrB31,qnrB,NG_050493.1,QUINOLONE
qnrB32,qnrB,NG_050494.1,QUINOLONE
qnrB33,qnrB,NG_050495.1,QUINOLONE
qnrB34,qnrB,NG_050496.1,QUINOLONE
qnrB35,qnrB,NG_050497.1,QUINOLONE
qnrB36,qnrB,NG_050498.1,QUINOLONE
qnrB37,qnrB,NG_050499.1,QUINOLONE
qnrB38,qnrB,NG_050500.1,QUINOLONE
qnrB39,qnrB,NG_050501.1,QUINOLONE
qnrB4,qnrB,NG_050502.1,QUINOLONE
qnrB40,qnrB,NG_050503.1,QUINOLONE
qnrB41,qnrB,NG_050504.2,QUINOLONE
qnrB42,qnrB,NG_050505.1,QUINOLONE
qnrB43,qnrB,NG_050506.1,QUINOLONE
qnrB44,qnrB,NG_050507.1,QUINOLONE
qnrB45,qnrB,NG_050508.1,QUINOLONE
qnrB46,qnrB,NG_050509.1,QUINOLONE
qnrB47,qnrB,NG_050510.1,QUINOLONE
qnrB48,qnrB,NG_050511.1,QUINOLONE
qnrB49,qnrB,NG_050512.1,QUINOLONE
qnrB5,qnrB,NG_050513.1,QUINOLONE
qnrB50,qnrB,NG_050514.1,QUINOLONE
qnrB52,qnrB,NG_050515.1,QUINOLONE
qnrB53,qnrB,NG_050516.1,QUINOLONE
qnrB54,qnrB,NG_050517.1,QUINOLONE
qnrB55,qnrB,NG_050518.1,QUINOLONE
qnrB56,qnrB,NG_050519.1,QUINOLONE
qnrB57,qnrB,NG_050520.1,QUINOLONE
qnrB58,qnrB,NG_050521.1,QUINOLONE
qnrB59,qnrB,NG_050522.1,QUINOLONE
qnrB6,qnrB,NG_050523.1,QUINOLONE
qnrB60,qnrB,NG_050524.1,QUINOLONE
qnrB61,qnrB,NG_050525.1,QUINOLONE
qnrB62,qnrB,NG_050526.1,QUINOLONE
qnrB64,qnrB,NG_050527.1,QUINOLONE
qnrB65,qnrB,NG_050528.1,QUINOLONE
qnrB66,qnrB,NG_050529.1,QUINOLONE
qnrB67,qnrB,NG_050530.1,QUINOLONE
qnrB68,qnrB,NG_050531.1,QUINOLONE
qnrB69,qnrB,NG_050532.1,QUINOLONE
qnrB7,qnrB,NG_050533.1,QUINOLONE
qnrB70,qnrB,NG_050534.1,QUINOLONE
qnrB71,qnrB,NG_050535.1,QUINOLONE
qnrB72,qnrB,NG_050536.1,QUINOLONE
qnrB73,qnrB,NG_050537.1,QUINOLONE
qnrB74,qnrB,NG_050538.1,QUINOLONE
qnrB75,qnrB,NG_051320.1,QUINOLONE
qnrB77,qnrB,NG_051321.1,QUINOLONE
qnrB78,qnrB,NG_051322.1,QUINOLONE
qnrB8,qnrB,NG_050539.1,QUINOLONE
qnrB80,qnrB,NG_051323.1,QUINOLONE
qnrB81,qnrB,NG_057451.1,QUINOLONE
qnrB82,qnrB,NG_057452.1,QUINOLONE
qnrB85,qnrB,NG_059323.1,QUINOLONE
qnrB9,qnrB,NG_050540.1,QUINOLONE
qnrB91,qnrB,NG_057450.1,QUINOLONE
qnrB95,qnrB,NG_059332.1,QUINOLONE
qnrB96,qnrB,NG_067167.1,QUINOLONE
NA,qnrC,NG_048054.1,QUINOLONE
qnrD1,qnrD,NG_050541.1,QUINOLONE
qnrD2,qnrD,NG_050542.1,QUINOLONE
qnrD3,qnrD,NG_057448.1,QUINOLONE
qnrE1,qnrE,NG_054677.1,QUINOLONE
qnrE2,qnrE,NG_059329.1,QUINOLONE
qnrS1,qnrS,NG_050543.1,QUINOLONE
qnrS10,qnrS,NG_048055.1,QUINOLONE
qnrS11,qnrS,NG_059318.1,QUINOLONE
qnrS12,qnrS,NG_059276.1,QUINOLONE
qnrS13,qnrS,NG_059275.1,QUINOLONE
qnrS14,qnrS,NG_059279.1,QUINOLONE
qnrS15,qnrS,NG_063897.1,QUINOLONE
qnrS2,qnrS,NG_050544.1,QUINOLONE
qnrS4,qnrS,NG_050545.1,QUINOLONE
qnrS5,qnrS,NG_050546.1,QUINOLONE
qnrS6,qnrS,NG_050547.1,QUINOLONE
qnrS7,qnrS,NG_050548.1,QUINOLONE
qnrS8,qnrS,NG_050549.1,QUINOLONE
qnrS9,qnrS,NG_050550.1,QUINOLONE
qnrVC1,qnrVC,NG_050551.1,QUINOLONE
qnrVC10,qnrVC,NG_062256.1,QUINOLONE
qnrVC3,qnrVC,NG_050552.1,QUINOLONE
qnrVC4,qnrVC,NG_050553.1,QUINOLONE
qnrVC5,qnrVC,NG_050554.1,QUINOLONE
qnrVC6,qnrVC,NG_050555.1,QUINOLONE
qnrVC7,qnrVC,NG_050556.1,QUINOLONE
qnrVC9,qnrVC,NG_068219.1,QUINOLONE
NA,rgt,NG_048056.1,RIFAMYCIN
NA,rmtA,NG_048057.1,AMINOGLYCOSIDE
rmtB1,rmtB,NG_048058.1,AMINOGLYCOSIDE
rmtB2,rmtB,NG_048059.1,AMINOGLYCOSIDE
rmtB3,rmtB,NG_051535.1,AMINOGLYCOSIDE
rmtB4,rmtB,NG_051536.1,AMINOGLYCOSIDE
NA,rmtC,NG_048060.1,AMINOGLYCOSIDE
rmtD1,rmtD,NG_048061.1,AMINOGLYCOSIDE
rmtD2,rmtD,NG_050557.1,AMINOGLYCOSIDE
rmtE1,rmtE,NG_050558.1,AMINOGLYCOSIDE
